"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,
Layer,Info,Number of connected,csv row,pruning type
22,None,8,0,
22,None,8,0,
22,None,9,0,
22,None,8,0,
22,None,8,0,
22,None,8,0,
22,None,8,0,
22,None,2,0,
22,None,7,0,
22,None,7,0,
22,None,3,0,
22,Highest Slowloris,3,0,
22,None,3,0,
22,None,5,0,
22,None,6,0,
22,None,6,0,
22,None,3,0,
22,None,3,0,
22,None,4,0,
22,None,3,0,
22,None,5,0,
22,None,5,0,
22,Highest DNS Flood,5,0,
22,None,3,0,
22,None,3,0,
22,None,3,0,
22,None,3,0,
22,Lowest DNS Flood,5,0,
22,None,3,0,
22,None,3,0,
22,Lowest Port Scan,5,0,
22,None,3,0,
22,None,2,0,
22,None,2,0,
22,None,1,0,
22,None,1,0,
22,None,4,0,
22,None,1,0,
22,None,2,0,
22,None,1,0,
22,None,4,0,
22,None,4,0,
22,None,3,0,
22,None,1,0,
22,None,2,0,
22,None,2,0,
22,None,2,0,
22,None,2,0,
22,None,1,0,
21,None,6,0,
21,None,6,0,
21,None,10,0,
21,None,10,0,
21,None,7,0,
21,None,9,0,
21,None,6,0,
21,None,6,0,
21,None,10,0,
21,None,6,0,
21,None,6,0,
21,None,10,0,
21,None,10,0,
21,None,7,0,
21,None,9,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,9,0,
21,None,10,0,
21,None,10,0,
21,None,9,0,
21,None,10,0,
21,None,6,0,
21,None,6,0,
21,Lowest DNS Flood,6,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,10,0,
21,None,5,0,
21,None,10,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,Highest Slowloris,9,0,
21,None,9,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,8,0,
21,None,6,0,
21,None,7,0,
21,None,7,0,
21,None,7,0,
21,None,3,0,
21,None,3,0,
21,None,3,0,
21,None,8,0,
21,None,6,0,
21,None,6,0,
21,None,6,0,
21,None,6,0,
21,None,3,0,
21,None,4,0,
21,None,4,0,
21,None,7,0,
21,None,3,0,
21,None,5,0,
21,None,5,0,
21,Second DNS Flood,5,0,
21,None,5,0,
21,Highest DNS Flood,5,0,
21,None,3,0,
21,None,3,0,
21,None,3,0,
21,None,3,0,
21,None,3,0,
21,None,5,0,
21,None,5,0,
21,None,4,0,
21,None,3,0,
21,None,6,0,
21,None,2,0,
21,None,4,0,
21,None,1,0,
21,None,2,0,
21,None,1,0,
21,None,5,0,
21,None,3,0,
21,None,1,0,
21,Second Benign,2,0,
21,None,2,0,
21,None,2,0,
21,None,2,0,
21,None,2,0,
21,None,1,0,
20,None,6,0,
20,None,6,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,7,0,
20,None,7,0,
20,None,9,0,
20,None,9,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,9,0,
20,Lowest DNS Flood,10,0,
20,None,10,0,
20,None,9,0,
20,None,6,0,
20,None,6,0,
20,None,10,0,
20,Lowest Benign,10,0,
20,None,7,0,
20,None,7,0,
20,None,9,0,
20,None,9,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,Lowest Slowloris,10,0,
20,None,9,0,
20,Second DNS Flood,10,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,9,0,
20,None,9,0,
20,None,8,0,
20,None,9,0,
20,None,9,0,
20,None,10,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,9,0,
20,None,10,0,
20,None,8,0,
20,None,3,0,
20,None,5,0,
20,None,3,0,
20,None,6,0,
20,None,6,0,
20,None,6,0,
20,None,6,0,
20,None,4,0,
20,None,4,0,
20,None,8,0,
20,Lowest Port Scan,5,0,
20,None,5,0,
20,None,3,0,
20,None,3,0,
20,None,5,0,
20,None,3,0,
20,None,4,0,
20,None,3,0,
20,None,6,0,
20,Highest Benign,1,0,
20,None,2,0,
20,None,1,0,
20,None,5,0,
20,None,2,0,
20,Second Benign,2,0,
20,None,1,0,
20,None,1,0,
19,None,10,0,
19,None,9,0,
19,Lowest DNS Flood,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,Highest DNS Flood,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,7,0,
19,None,10,0,
19,None,7,0,
19,None,10,0,
19,None,9,0,
19,None,10,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,9,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,9,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,8,0,
19,None,7,0,
19,Lowest Port Scan,10,0,
19,Second DNS Flood,9,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,Second ICMP Flood,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,None,10,0,
19,Highest Benign,9,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,9,0,
19,None,8,0,
19,None,8,0,
19,None,9,0,
19,None,9,0,
19,None,10,0,
19,None,10,0,
19,None,9,0,
19,None,3,0,
19,None,5,0,
19,None,6,0,
19,None,4,0,
19,Lowest Slowloris,4,0,
19,None,3,0,
19,None,3,0,
19,None,3,0,
19,None,3,0,
19,None,3,0,
19,None,6,0,
19,None,1,0,
19,None,2,0,
19,None,1,0,
18,None,10,0,
18,None,10,0,
18,None,9,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,Second DNS Flood,10,0,
18,None,10,0,
18,Lowest DNS Flood,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,7,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,7,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,9,0,
18,None,10,0,
18,Highest DNS Flood,10,0,
18,None,10,0,
18,None,9,0,
18,None,9,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,9,0,
18,None,10,0,
18,Second Benign,10,0,
18,None,10,0,
18,None,9,0,
18,None,10,0,
18,None,10,0,
18,Highest Benign,10,0,
18,None,8,0,
18,None,9,0,
18,None,7,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,Lowest Benign,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,9,0,
18,None,8,0,
18,None,8,0,
18,None,8,0,
18,None,9,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,10,0,
18,None,8,0,
18,None,4,0,
18,None,3,0,
18,None,3,0,
18,None,3,0,
18,None,3,0,
18,None,3,0,
18,None,2,0,
18,None,2,0,
18,None,1,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,Lowest Benign,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,Second DNS Flood,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,7,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,9,0,
17,None,9,0,
17,None,10,0,
17,None,9,0,
17,None,9,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,9,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,Lowest DNS Flood,10,0,
17,None,10,0,
17,None,8,0,
17,None,7,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,Highest Benign,10,0,
17,Second Benign,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,10,0,
17,None,8,0,
17,None,9,0,
17,None,4,0,
17,None,4,0,
17,None,3,0,
17,None,3,0,
17,None,3,0,
17,None,3,0,
17,None,1,0,
16,Second DNS Flood,10,0,
16,None,10,0,
16,None,10,0,
16,Lowest DNS Flood,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,Lowest Benign,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,Highest DNS Flood,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,Second Benign,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,9,0,
16,None,10,0,
16,None,9,0,
16,None,9,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,8,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,10,0,
16,None,3,0,
16,None,3,0,
16,None,1,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,Highest DNS Flood,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,Lowest Benign,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,Highest Benign,10,0,
15,Second DNS Flood,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,10,0,
15,None,3,0,
15,None,1,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,Highest DNS Flood,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,Lowest Benign,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,Highest Benign,10,0,
14,None,10,0,
14,None,10,0,
14,None,10,0,
14,None,3,0,
14,None,1,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,Second DNS Flood,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,Highest DNS Flood,10,0,
13,None,10,0,
13,None,10,0,
13,Second Benign,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,Lowest Benign,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,None,10,0,
13,Highest Benign,10,0,
13,None,10,0,
13,None,10,0,
12,Lowest Benign,10,0,
12,None,10,0,
12,Second Benign,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,Highest Benign,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,Second DNS Flood,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,Lowest Slowloris,10,0,
12,None,10,0,
12,None,10,0,
12,Highest DNS Flood,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
12,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,Highest Benign,10,0,
11,Lowest Benign,10,0,
11,Lowest DNS Flood,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,Highest DNS Flood,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,Second DNS Flood,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
11,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,Highest DNS Flood,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,Highest Benign,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,Second DNS Flood,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,Lowest Benign,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
10,Second Benign,10,0,
10,None,10,0,
10,None,10,0,
10,None,10,0,
9,None,10,0,
9,None,10,0,
9,Second DNS Flood,10,0,
9,Highest DNS Flood,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,Lowest DNS Flood,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,Lowest Benign,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
9,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,Highest DNS Flood,10,0,
8,None,10,0,
8,None,10,0,
8,Second DNS Flood,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,Highest Benign,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,Lowest Benign,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
8,None,10,0,
